  105.05961 7.8904327e-007
  105.35345 8.3078904e-007
  105.64734 8.699189e-007
  105.94119 9.2596392e-007
  106.23507 9.7960741e-007
   106.8228 1.0750755e-006
  107.11666 1.1599754e-006
  107.41052 1.2345959e-006
  107.70439 1.2998369e-006
  107.99825 1.3758548e-006
  108.29211 1.4667209e-006
  108.58598 1.5681175e-006
  109.46757 1.9023582e-006
  109.76143 2.0388168e-006
   110.0553 2.1746285e-006
  110.34916 2.3109424e-006
  110.64302 2.4821163e-006
  110.93689 2.6532817e-006
  111.23075 2.8290811e-006
  111.52462 3.0178293e-006
  111.81848 3.2192303e-006
  112.11234 3.425741e-006
  112.40621 3.6452684e-006
  112.70007 3.8630125e-006
  112.99393 4.0836188e-006
   113.2878 4.3002827e-006
  113.58166 4.5137679e-006
  113.87553 4.7013181e-006
  114.16939 4.8723345e-006
  114.46325 5.0286739e-006
  114.75712 5.1401179e-006
  115.05098 5.2163296e-006
  115.34484 5.2504597e-006
  115.63871 5.2556132e-006
  115.93257 5.2234154e-006
  116.22644 5.1434074e-006
   116.5203 5.0258557e-006
  117.10803 4.7347193e-006
  117.40189 4.5558131e-006
  117.69575 4.3648194e-006
  117.98962 4.1678709e-006
  118.28348 3.9739264e-006
  118.57734 3.7806228e-006
  118.87121 3.5925726e-006
  119.16507 3.4057164e-006
  119.45894 3.224418e-006
   119.7528 3.0459039e-006
  120.04666 2.8892533e-006
  120.34053 2.735264e-006
  120.63439 2.5829453e-006
  120.92825 2.4488013e-006
  121.22212 2.3198815e-006
  121.51598 2.2034387e-006
  121.80985 2.1014666e-006
  122.10371 1.9889026e-006
  122.39757 1.881218e-006
  122.69144 1.7993244e-006
   122.9853 1.7172849e-006
  123.27917 1.6308288e-006
  123.57303 1.5443009e-006
  123.86689 1.4774889e-006
  124.16077 1.4246672e-006
  124.45462 1.3717868e-006
  124.74852 1.300066e-006
  125.04235 1.2473634e-006
  125.63007 1.1532985e-006
  125.92397 1.0984593e-006
   126.2178 1.058834e-006
  126.80553 9.9141789e-007
  127.09939 9.5360508e-007
  127.39326 9.2745176e-007
  127.68712 8.9024734e-007
  127.98099 8.5931477e-007
  128.27485 8.2529019e-007
  128.56871 8.0420098e-007
  128.86258 7.9443234e-007
  129.15644 7.6081087e-007
   129.4503 7.2880639e-007
  129.74417 7.0553853e-007
  130.03803 7.0037972e-007
   130.3319 6.7638336e-007
  130.62576 6.5595471e-007
  130.91962 6.4453282e-007
  131.21349 6.2669728e-007
  131.50735 6.0323491e-007
  131.80121 5.8206494e-007
  132.09508 5.7359954e-007
  132.38894 5.5905916e-007
  132.68281 5.510034e-007
  132.97667 5.3203343e-007
  133.27053 5.2489074e-007
   133.5644 5.1198226e-007
  133.85826 4.9663797e-007
  134.15213 4.8747695e-007
  134.44599 4.810408e-007
  134.73985 4.631582e-007
   135.0337 4.4218336e-007
  135.32758 4.3663166e-007
  135.62144 4.405144e-007
  135.91531 4.302333e-007
  136.20917 4.1731769e-007
