  105.05961 4.547012e-007
  105.35345 4.8379671e-007
  105.64734 5.0412852e-007
  105.94119 5.5760687e-007
  106.23507 5.8475358e-007
   106.8228 6.7311444e-007
  107.11666 7.2031512e-007
  107.41052 7.7403508e-007
  107.70439 8.3407489e-007
  107.99825 8.9645415e-007
  108.29211 9.6075781e-007
  108.58598 1.0593572e-006
  109.46757 1.3704349e-006
  109.76143 1.5146923e-006
   110.0553 1.6592363e-006
  110.34916 1.8318494e-006
  110.64302 2.0311853e-006
  110.93689 2.2587392e-006
  111.23075 2.5226647e-006
  111.52462 2.8178039e-006
  111.81848 3.1852152e-006
  112.11234 3.5896769e-006
  112.40621 4.0575855e-006
  112.70007 4.6033542e-006
  112.99393 5.2378619e-006
   113.2878 5.9333461e-006
  113.58166 6.7091799e-006
  113.87553 7.5573813e-006
  114.16939 8.3827092e-006
  114.46325 9.1835516e-006
  114.75712 9.8313751e-006
  115.05098 1.026408e-005
  115.34484 1.0390221e-005
  115.63871 1.022533e-005
  115.93257 9.7644139e-006
  116.22644 9.1171485e-006
   116.5203 8.3512849e-006
  117.10803 6.7751912e-006
  117.40189 6.0509858e-006
  117.69575 5.3880876e-006
  117.98962 4.7996059e-006
  118.28348 4.2818506e-006
  118.57734 3.8434268e-006
  118.87121 3.4518522e-006
  119.16507 3.1060094e-006
  119.45894 2.80687e-006
   119.7528 2.5443241e-006
  120.04666 2.3231892e-006
  120.34053 2.1223917e-006
  120.63439 1.9430454e-006
  120.92825 1.791247e-006
  121.22212 1.6541219e-006
  121.51598 1.5350873e-006
  121.80985 1.4232046e-006
  122.10371 1.3269107e-006
  122.39757 1.2251914e-006
  122.69144 1.1612912e-006
   122.9853 1.0911217e-006
  123.27917 1.0247042e-006
  123.57303 9.5848518e-007
  123.86689 9.0562927e-007
  124.16077 8.6113288e-007
  124.45462 8.179747e-007
  124.74852 7.722632e-007
  125.04235 7.3308701e-007
  125.63007 6.6958117e-007
  125.92397 6.3840886e-007
   126.2178 5.9954364e-007
  126.80553 5.6177743e-007
  127.09939 5.3302832e-007
  127.39326 5.1578876e-007
  127.68712 4.9253118e-007
  127.98099 4.7681958e-007
  128.27485 4.5990202e-007
  128.56871 4.4458101e-007
  128.86258 4.2482629e-007
  129.15644 4.0718871e-007
   129.4503 3.9616186e-007
  129.74417 3.9629921e-007
  130.03803 3.7340174e-007
   130.3319 3.5737526e-007
  130.62576 3.4956229e-007
  130.91962 3.3881793e-007
  131.21349 3.3419089e-007
  131.50735 3.2746183e-007
  131.80121 3.0803048e-007
  132.09508 3.0688619e-007
  132.38894 2.991653e-007
  132.68281 2.87363e-007
  132.97667 2.7791442e-007
  133.27053 2.7569525e-007
   133.5644 2.6705351e-007
  133.85826 2.6215124e-007
  134.15213 2.6100897e-007
  134.44599 2.4729595e-007
  134.73985 2.4166117e-007
   135.0337 2.3603119e-007
  135.32758 2.4035657e-007
  135.62144 2.3217382e-007
  135.91531 2.2186622e-007
  136.20917 2.3473326e-007
